fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,appropriation_ordinance
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,245,REIMBURSEMENT TRAVELERS,3338
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,270,LOCAL TRANSPORTATION,8750
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,340,MATERIAL AND SUPPLIES,53900
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,348,BOOKS AND RELATED MTL,2100
Local,100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,350,STATIONERY AND OFFICE SUPPL,26900
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,5,SALARIES AND WAGES - ON PAYROLL,20744211
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,12,CONTRACT WAGE-PR,46859
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,15,SCHEDULE SALARY ADJ,108681
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,20,OVERTIME,53468
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,39,STUDENT AS TRAINEES,15000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,91,UNIFORM ALLOWANCE,110750
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,125,OFF AND BUILDING SERV,5000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,130,POSTAGE,115627
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,138,PROF SERV-IT MAINT,17104000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,140,PROF & TECHNICAL SERVICES,4054310
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,149,SOFTWARE MAINT/LICENSING,121863
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,150,PUBLICATN & REPRODT-OUT,12500
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,152,ADVERTISING,7200
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,156,LOCK BOX RENTAL,16828
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,157,RENTAL EQUIPMENT AND SERVICES,119000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,162,REPAIR/MAINT EQUIPMENT,787739
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,166,DUES  SUBSC & MEM,100
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,169,TECHNICAL MEETING COSTS,9244
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,178,FREIGHT/EXPENSE CHARGES,2220
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,179,MESSENGER SERVICES,50000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,181,MOBILE COMM SERVICES,170000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,189,TELEPHONE NON-CENTREX,9000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,190,TELEPHONE-CENTREX,83000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,196,DATA CIRCUITS,35700
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,197,TELEPHONE-MAINTENANCE,120000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,228,OUT/TOWN TRAVEL-AUDITOR,6000
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,229,TRAN/EXP ALLOWANCE,22995
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,270,LOCAL TRANSPORTATION,4226
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,339,REVENUE STAMPS,79500
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,348,BOOKS AND RELATED MTL,600
Local,100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,350,STATIONERY AND OFFICE SUPPL,195962
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,5,SALARIES AND WAGES - ON PAYROLL,1777271
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,15,SCHEDULE SALARY ADJ,10749
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,39,STUDENT AS TRAINEES,19900
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,130,POSTAGE,2500
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,137,ACCOUNTING/AUDITING,100000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,138,PROF SERV-IT MAINT,16000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,140,PROF & TECHNICAL SERVICES,220000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,162,REPAIR/MAINT EQUIPMENT,10104
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,166,DUES  SUBSC & MEM,70205
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,169,TECHNICAL MEETING COSTS,2650
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,179,MESSENGER SERVICES,500
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,181,MOBILE COMM SERVICES,1300
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,189,TELEPHONE NON-CENTREX,2900
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,190,TELEPHONE-CENTREX,12000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,196,DATA CIRCUITS,1800
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,197,TELEPHONE-MAINTENANCE,2000
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,270,LOCAL TRANSPORTATION,975
Local,100,CORPORATE FUND,28,CITY TREASURER,2005,CITY TREASURER,350,STATIONERY AND OFFICE SUPPL,6500
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,5,SALARIES AND WAGES - ON PAYROLL,2805899
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,15,SCHEDULE SALARY ADJ,13651
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,20,OVERTIME,500
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,130,POSTAGE,46420
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,138,PROF SERV-IT MAINT,819283
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,140,PROF & TECHNICAL SERVICES,3491250
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,143,COURT REPORTING,68466
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,157,RENTAL EQUIPMENT AND SERVICES,8144
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,162,REPAIR/MAINT EQUIPMENT,5070
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,166,DUES  SUBSC & MEM,1814
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,169,TECHNICAL MEETING COSTS,890
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,179,MESSENGER SERVICES,5673
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,190,TELEPHONE-CENTREX,26000
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,195,RELOCATION EXPENSES,500
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,197,TELEPHONE-MAINTENANCE,5000
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,229,TRAN/EXP ALLOWANCE,2000
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,340,MATERIAL AND SUPPLIES,25091
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,348,BOOKS AND RELATED MTL,1318
Local,100,CORPORATE FUND,30,DEPT OF ADMINISTRATIVE HEARING,2005,DEPT OF ADMINISTRATIVE HEARING,350,STATIONERY AND OFFICE SUPPL,8699
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,5,SALARIES AND WAGES - ON PAYROLL,24481158
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,15,SCHEDULE SALARY ADJ,25112
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,20,OVERTIME,3734
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,39,STUDENT AS TRAINEES,20025
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,130,POSTAGE,38727
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,138,PROF SERV-IT MAINT,268678
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,140,PROF & TECHNICAL SERVICES,1068734
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,141,APPRAISALS,8070
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,143,COURT REPORTING,1078007
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,145,LEGAL EXPENSES,123777
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,149,SOFTWARE MAINT/LICENSING,9872
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,150,PUBLICATN & REPRODT-OUT,7577
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,154,RENTAL-DATA HARDWARE EQ,105733
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,157,RENTAL EQUIPMENT AND SERVICES,9407
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,162,REPAIR/MAINT EQUIPMENT,3675
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,166,DUES  SUBSC & MEM,119424
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,169,TECHNICAL MEETING COSTS,40249
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,178,FREIGHT/EXPENSE CHARGES,11730
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,181,MOBILE COMM SERVICES,43254
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,186,PAGERS,48
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,190,TELEPHONE-CENTREX,122553
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,197,TELEPHONE-MAINTENANCE,26433
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,229,TRAN/EXP ALLOWANCE,1840
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,245,REIMBURSEMENT TRAVELERS,54907
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,270,LOCAL TRANSPORTATION,60074
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,348,BOOKS AND RELATED MTL,21560
Local,100,CORPORATE FUND,31,DEPARTMENT OF LAW,2005,DEPARTMENT OF LAW,350,STATIONERY AND OFFICE SUPPL,130000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,5,SALARIES AND WAGES - ON PAYROLL,4364587
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,15,SCHEDULE SALARY ADJ,42767
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,39,STUDENT AS TRAINEES,30000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,50,STIPENDS,21000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,130,POSTAGE,8560
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,140,PROF & TECHNICAL SERVICES,222701
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,143,COURT REPORTING,88000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,149,SOFTWARE MAINT/LICENSING,453010
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,150,PUBLICATN & REPRODT-OUT,7500
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,152,ADVERTISING,5480
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,159,LEASE PURCHASE AGREEMNT,27410
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,162,REPAIR/MAINT EQUIPMENT,10054
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,166,DUES  SUBSC & MEM,11700
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,169,TECHNICAL MEETING COSTS,11000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,178,FREIGHT/EXPENSE CHARGES,2250
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,181,MOBILE COMM SERVICES,4500
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,190,TELEPHONE-CENTREX,29000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,197,TELEPHONE-MAINTENANCE,8000
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,270,LOCAL TRANSPORTATION,2360
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,340,MATERIAL AND SUPPLIES,17158
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,350,STATIONERY AND OFFICE SUPPL,13133
Local,100,CORPORATE FUND,33,DEPARTMENT OF HUMAN RESOURCES,2005,DEPARTMENT OF HUMAN RESOURCES,9067,PHYSICAL EXAMS,170000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,5,SALARIES AND WAGES - ON PAYROLL,4720928
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,12,CONTRACT WAGE-PR,2209
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,15,SCHEDULE SALARY ADJ,22199
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,130,POSTAGE,10000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,140,PROF & TECHNICAL SERVICES,1174200
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,150,PUBLICATN & REPRODT-OUT,500
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,152,ADVERTISING,38000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,160,REPAIR/MAINT PROPERTY,9300
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,162,REPAIR/MAINT EQUIPMENT,72800
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,168,EDUCATION DEVELOPMENT,4500
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,169,TECHNICAL MEETING COSTS,6800
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,178,FREIGHT/EXPENSE CHARGES,700
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,181,MOBILE COMM SERVICES,9800
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,190,TELEPHONE-CENTREX,23626
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,197,TELEPHONE-MAINTENANCE,10000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,229,TRAN/EXP ALLOWANCE,200
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,245,REIMBURSEMENT TRAVELERS,1500
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,270,LOCAL TRANSPORTATION,2490
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,340,MATERIAL AND SUPPLIES,3000
Local,100,CORPORATE FUND,35,DEPARTMENT OF PROCUREMENT SERV,2005,DEPARTMENT OF PROCUREMENT SERV,350,STATIONERY AND OFFICE SUPPL,16950
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2005,COMMISSIONERS OFFICE,5,SALARIES AND WAGES - ON PAYROLL,217586
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,5,SALARIES AND WAGES - ON PAYROLL,2425365
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,15,SCHEDULE SALARY ADJ,15899
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,140,PROF & TECHNICAL SERVICES,16000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,143,COURT REPORTING,5000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,148,TESTING AND INSPECTING,2000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,152,ADVERTISING,2000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,159,LEASE PURCHASE AGREEMNT,108000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,181,MOBILE COMM SERVICES,252000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,189,TELEPHONE NON-CENTREX,21600
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,190,TELEPHONE-CENTREX,206000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,191,TELEPHONE-RELOCATIONS,9000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,196,DATA CIRCUITS,115100
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,197,TELEPHONE-MAINTENANCE,36000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,270,LOCAL TRANSPORTATION,1500
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,340,MATERIAL AND SUPPLIES,12500
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2103,BUREAU OF FINANCE AND ADMIN,350,STATIONERY AND OFFICE SUPPL,40000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,27056133
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,12,CONTRACT WAGE-PR,292587
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,15,SCHEDULE SALARY ADJ,9372
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,20,OVERTIME,500000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,91,UNIFORM ALLOWANCE,10000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,125,OFF AND BUILDING SERV,16510148
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,140,PROF & TECHNICAL SERVICES,4160013
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,157,RENTAL EQUIPMENT AND SERVICES,367500
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,160,REPAIR/MAINT PROPERTY,560000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,1568000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,188,VEHICLE TRACKING SERVICE,97703
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,229,TRAN/EXP ALLOWANCE,50000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,313,CLEANING AND SAN SUPPLY,807900
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,319,CLOTHING,51661
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,340,MATERIAL AND SUPPLIES,830000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2126,BUREAU OF FACILITY MANAGEMENT,342,DRUGS MED AND CHEM MATL S,1660
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,5,SALARIES AND WAGES - ON PAYROLL,2848549
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,15,SCHEDULE SALARY ADJ,18465
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,130,POSTAGE,45000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,140,PROF & TECHNICAL SERVICES,1170780
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,141,APPRAISALS,20000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,149,SOFTWARE MAINT/LICENSING,137600
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,155,RENTAL OF PROPERTY,16102762
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,157,RENTAL EQUIPMENT AND SERVICES,46000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,159,LEASE PURCHASE AGREEMNT,299500
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,160,REPAIR/MAINT PROPERTY,150000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,162,REPAIR/MAINT EQUIPMENT,60000
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,166,DUES  SUBSC & MEM,1415
Local,100,CORPORATE FUND,38,FLEET AND FACILITY MGMT,2131,BUREAU OF ASSET MANAGEMENT,169,TECHNICAL MEETING COSTS,6390
