ward_section_concatenated,ward,section,month_name,month_number,dates
0902,09,02,AUGUST,8,"3,4"
0902,09,02,OCTOBER,10,"3,4"
0903,09,03,APRIL,4,"7,8"
0903,09,03,JUNE,6,"7,8"
0903,09,03,AUGUST,8,"5,8"
0903,09,03,OCTOBER,10,"5,6"
0904,09,04,APRIL,4,"11,12"
0904,09,04,JUNE,6,"9,10"
0904,09,04,AUGUST,8,"9,10"
0904,09,04,OCTOBER,10,"7,11"
0905,09,05,APRIL,4,"13,14"
0905,09,05,JUNE,6,"13,14"
0905,09,05,AUGUST,8,"11,12"
0905,09,05,OCTOBER,10,"12,13"
0906,09,06,APRIL,4,"15,18"
0906,09,06,JUNE,6,"15,16"
0906,09,06,AUGUST,8,"15,16"
0906,09,06,OCTOBER,10,"14,17"
0907,09,07,APRIL,4,"19,20"
0907,09,07,JUNE,6,"17,20"
0907,09,07,AUGUST,8,"17,18"
0907,09,07,OCTOBER,10,"18,19"
0908,09,08,APRIL,4,"21,22"
0908,09,08,JUNE,6,"21,22"
0908,09,08,AUGUST,8,"19,22"
0908,09,08,OCTOBER,10,"20,21"
0909,09,09,APRIL,4,"25,26"
0909,09,09,JUNE,6,"23,24"
0909,09,09,AUGUST,8,"23,24"
0909,09,09,OCTOBER,10,"24,25"
0910,09,10,APRIL,4,"27,28"
0910,09,10,JUNE,6,"27,28"
0910,09,10,AUGUST,8,"25,26"
0910,09,10,OCTOBER,10,"26,27"
0911,09,11,APRIL,4,29
0911,09,11,MAY,5,2
0911,09,11,JUNE,6,"29,30"
0911,09,11,AUGUST,8,"29,30"
0911,09,11,OCTOBER,10,"28,31"
0912,09,12,MAY,5,"3,4"
0912,09,12,JULY,7,"1,5"
0912,09,12,AUGUST,8,31
0912,09,12,SEPTEMBER,9,1
0912,09,12,NOVEMBER,11,"1,2"
0913,09,13,MAY,5,"5,6"
0913,09,13,JULY,7,"6,7"
0913,09,13,SEPTEMBER,9,"2,6"
0913,09,13,NOVEMBER,11,"3,4"
0914,09,14,MAY,5,"9,10"
0914,09,14,JULY,7,"8,11"
0914,09,14,SEPTEMBER,9,"7,8"
0914,09,14,NOVEMBER,11,"7,8"
0915,09,15,MAY,5,"11,12"
0915,09,15,JULY,7,"12,13"
0915,09,15,SEPTEMBER,9,"9,12"
0915,09,15,NOVEMBER,11,"9,10"
0916,09,16,MAY,5,"13,16"
0916,09,16,JULY,7,"14,15"
0916,09,16,SEPTEMBER,9,"13,14"
0916,09,16,NOVEMBER,11,"11,14"
0917,09,17,MAY,5,"17,18"
0917,09,17,JULY,7,"18,19"
0917,09,17,SEPTEMBER,9,"15,16"
0917,09,17,NOVEMBER,11,"15,16"
0918,09,18,MAY,5,"19,20"
0918,09,18,JULY,7,"20,21"
0918,09,18,SEPTEMBER,9,"19,20"
0918,09,18,NOVEMBER,11,"17,18"
0919,09,19,MAY,5,"23,24"
0919,09,19,JULY,7,"22,25"
0919,09,19,SEPTEMBER,9,"21,22"
0920,09,20,MAY,5,"25,26"
0920,09,20,JULY,7,"26,27"
0920,09,20,SEPTEMBER,9,"23,26"
0921,09,21,MAY,5,"27,31"
0921,09,21,JULY,7,"28,29"
0921,09,21,SEPTEMBER,9,"27,28"
1001,10,01,APRIL,4,"1,4"
1001,10,01,MAY,5,"19,20"
1001,10,01,JULY,7,"8,11"
1001,10,01,AUGUST,8,"25,26"
1001,10,01,OCTOBER,10,"14,17"
1002,10,02,APRIL,4,"5,6"
1002,10,02,MAY,5,"23,24"
1002,10,02,JULY,7,"12,13"
1002,10,02,AUGUST,8,"29,30"
1002,10,02,OCTOBER,10,"18,19"
1003,10,03,APRIL,4,"7,8"
1003,10,03,MAY,5,"25,26"
1003,10,03,JULY,7,"14,15"
1003,10,03,AUGUST,8,31
1003,10,03,SEPTEMBER,9,1
1003,10,03,OCTOBER,10,"20,21"
1004,10,04,APRIL,4,"11,12"
1004,10,04,MAY,5,"27,31"
1004,10,04,JULY,7,"18,19"
1004,10,04,SEPTEMBER,9,"2,6"
1004,10,04,OCTOBER,10,"24,25"
1005,10,05,APRIL,4,"13,14"
1005,10,05,JUNE,6,"1,2"
1005,10,05,JULY,7,"20,21"
1005,10,05,SEPTEMBER,9,"7,8"
1005,10,05,OCTOBER,10,"26,27"
1005,10,05,NOVEMBER,11,"26,27"
1006,10,06,APRIL,4,"15,18"
1006,10,06,JUNE,6,"3,6"
1006,10,06,JULY,7,"22,25"
1006,10,06,SEPTEMBER,9,"9,12"
1006,10,06,OCTOBER,10,"28,31"
1007,10,07,APRIL,4,"19,20"
1007,10,07,JUNE,6,"7,8"
1007,10,07,JULY,7,"26,27"
1007,10,07,SEPTEMBER,9,"13,14"
1007,10,07,NOVEMBER,11,"1,2"
1008,10,08,APRIL,4,"21,22"
1008,10,08,JUNE,6,"9,10"
1008,10,08,JULY,7,"28,29"
1008,10,08,SEPTEMBER,9,"15,16"
1008,10,08,NOVEMBER,11,"3,4"
1009,10,09,APRIL,4,"25,26"
1009,10,09,JUNE,6,"13,14"
1009,10,09,AUGUST,8,"1,2"
1009,10,09,SEPTEMBER,9,"19,20"
1009,10,09,NOVEMBER,11,"7,8"
1010,10,10,APRIL,4,"27,28"
1010,10,10,JUNE,6,"15,16"
1010,10,10,AUGUST,8,"3,4"
1010,10,10,SEPTEMBER,9,"21,22"
1010,10,10,NOVEMBER,11,"9,10"
1011,10,11,APRIL,4,29
1011,10,11,MAY,5,2
1011,10,11,JUNE,6,"17,20"
1011,10,11,AUGUST,8,"5,8"
1011,10,11,SEPTEMBER,9,"23,26"
1011,10,11,NOVEMBER,11,"11,14"
1012,10,12,MAY,5,"3,4"
1012,10,12,JUNE,6,"21,22"
1012,10,12,AUGUST,8,"9,10"
1012,10,12,SEPTEMBER,9,"27,28"
1012,10,12,NOVEMBER,11,"15,16"
1013,10,13,MAY,5,"5,6"
1013,10,13,JUNE,6,"23,24"
1013,10,13,AUGUST,8,"11,12"
1013,10,13,SEPTEMBER,9,"29,30"
1013,10,13,NOVEMBER,11,"17,18"
1014,10,14,MAY,5,"9,10"
1014,10,14,JUNE,6,"27,28"
1014,10,14,AUGUST,8,"15,16"
1014,10,14,OCTOBER,10,"3,4"
1015,10,15,MAY,5,"11,12"
1015,10,15,JUNE,6,"29,30"
1015,10,15,AUGUST,8,"17,18"
1015,10,15,OCTOBER,10,"5,6"
1016,10,16,MAY,5,"13,16"
1016,10,16,JULY,7,"1,5"
1016,10,16,AUGUST,8,"19,22"
1016,10,16,OCTOBER,10,"7,11"
1017,10,17,MAY,5,"17,18"
1017,10,17,JULY,7,"6,7"
1017,10,17,AUGUST,8,"23,24"
1017,10,17,OCTOBER,10,"12,13"
1101,11,01,APRIL,4,"1,4"
1101,11,01,MAY,5,"13,16"
1101,11,01,JUNE,6,"27,28"
1101,11,01,AUGUST,8,"9,10"
1101,11,01,SEPTEMBER,9,"21,22"
1101,11,01,NOVEMBER,11,"3,4"
1102,11,02,APRIL,4,"5,6,7,8"
1102,11,02,MAY,5,"17,18,19,20"
1102,11,02,JUNE,6,"29,30"
1102,11,02,JULY,7,"1,5"
1102,11,02,AUGUST,8,"11,12,15,16"
1102,11,02,SEPTEMBER,9,"23,26,27,28"
1102,11,02,NOVEMBER,11,"7,8,9,10"
1103,11,03,APRIL,4,"11,12"
1103,11,03,MAY,5,"23,24"
1103,11,03,JULY,7,"6,7"
1103,11,03,AUGUST,8,"17,18"
1103,11,03,SEPTEMBER,9,"29,30"
1103,11,03,NOVEMBER,11,"11,14"
1104,11,04,APRIL,4,"13,14,15,18"
1104,11,04,MAY,5,"25,26,27,31"
1104,11,04,JULY,7,"8,11,12,13"
1104,11,04,AUGUST,8,"19,22,23,24"
1104,11,04,OCTOBER,10,"3,4,5,6"
1104,11,04,NOVEMBER,11,"15,16,17,18"
1105,11,05,APRIL,4,"19,20"
1105,11,05,JUNE,6,"1,2"
1105,11,05,JULY,7,"14,15"
1105,11,05,AUGUST,8,"25,26"
1105,11,05,OCTOBER,10,"7,11"
1106,11,06,APRIL,4,"21,22"
1106,11,06,JUNE,6,"3,6"
1106,11,06,JULY,7,"18,19"
1106,11,06,AUGUST,8,"29,30"
1106,11,06,OCTOBER,10,"12,13"
1107,11,07,APRIL,4,"25,26"
1107,11,07,JUNE,6,"7,8"
1107,11,07,JULY,7,"20,21"
1107,11,07,AUGUST,8,31
1107,11,07,SEPTEMBER,9,1
1107,11,07,OCTOBER,10,"14,17"
1108,11,08,APRIL,4,"27,28,29"
1108,11,08,MAY,5,2
1108,11,08,JUNE,6,"9,10,13,14"
1108,11,08,JULY,7,"22,25,26,27"
1108,11,08,SEPTEMBER,9,"2,6,7,8"
1108,11,08,OCTOBER,10,"18,19,20,21"
1109,11,09,MAY,5,"3,4"
1109,11,09,JUNE,6,"15,16"
1109,11,09,JULY,7,"28,29"
1109,11,09,SEPTEMBER,9,"9,12"
1109,11,09,OCTOBER,10,"24,25"
1110,11,10,MAY,5,"5,6"
1110,11,10,JUNE,6,"17,20"
1110,11,10,AUGUST,8,"1,2"
1110,11,10,SEPTEMBER,9,"13,14"
1110,11,10,OCTOBER,10,"26,27"
1111,11,11,MAY,5,"9,10"
1111,11,11,JUNE,6,"21,22"
1111,11,11,AUGUST,8,"3,4"
1111,11,11,SEPTEMBER,9,"15,16"
1111,11,11,OCTOBER,10,"28,31"
1112,11,12,MAY,5,"11,12"
1112,11,12,JUNE,6,"23,24"
1112,11,12,AUGUST,8,"5,8"
1112,11,12,SEPTEMBER,9,"19,20"
1112,11,12,NOVEMBER,11,"1,2"
1201,12,01,APRIL,4,"1,2,27,28"
1201,12,01,MAY,5,"23,24"
1201,12,01,JUNE,6,"17,20"
1201,12,01,JULY,7,"14,15"
1201,12,01,AUGUST,8,"9,10"
1201,12,01,SEPTEMBER,9,"2,6,29,30"
1201,12,01,OCTOBER,10,"26,27"
1202,12,02,APRIL,4,"5,6,29"
1202,12,02,MAY,5,"25,26"
1202,12,02,JUNE,6,"21,22"
1202,12,02,JULY,7,"18,19"
1202,12,02,AUGUST,8,"11,12"
1202,12,02,SEPTEMBER,9,"7,8"
1202,12,02,OCTOBER,10,"3,4,28,31"
1203,12,03,APRIL,4,"7,8"
1203,12,03,MAY,5,"3,4,27,31"
1203,12,03,JUNE,6,"23,24"
1203,12,03,JULY,7,"20,21"
1203,12,03,AUGUST,8,"15,16"
1203,12,03,SEPTEMBER,9,"9,12"
1203,12,03,OCTOBER,10,"5,6"
1203,12,03,NOVEMBER,11,"1,2"
1204,12,04,APRIL,4,"11,12"
1204,12,04,MAY,5,"5,6"
1204,12,04,JUNE,6,"1,2,27,28"
1204,12,04,JULY,7,"22,25"
1204,12,04,AUGUST,8,"17,18"
1204,12,04,SEPTEMBER,9,"13,14"
1204,12,04,OCTOBER,10,"7,11"
1204,12,04,NOVEMBER,11,"3,4"
1205,12,05,APRIL,4,"13,14"
1205,12,05,MAY,5,"9,10"
1205,12,05,JUNE,6,"3,6,29,30"
1205,12,05,JULY,7,"26,27"
1205,12,05,AUGUST,8,"19,22"
1205,12,05,SEPTEMBER,9,"15,16"
1205,12,05,OCTOBER,10,"12,13"
1205,12,05,NOVEMBER,11,"7,8"
1206,12,06,APRIL,4,"15,18"
1206,12,06,MAY,5,"11,12"
1206,12,06,JUNE,6,"7,8"
1206,12,06,JULY,7,"1,5,26,27"
1206,12,06,AUGUST,8,"23,24"
1206,12,06,SEPTEMBER,9,"19,20"
1206,12,06,OCTOBER,10,"14,15"
1206,12,06,NOVEMBER,11,"9,10"
1207,12,07,APRIL,4,"19,20"
1207,12,07,MAY,5,"13,16"
1207,12,07,JUNE,6,"9,10"
1207,12,07,JULY,7,"6,7"
1207,12,07,AUGUST,8,"1,2,25,26"
1207,12,07,SEPTEMBER,9,"21,22"
1207,12,07,OCTOBER,10,"18,19"
1207,12,07,NOVEMBER,11,"11,14"
1208,12,08,APRIL,4,"21,22"
1208,12,08,MAY,5,"17,18"
1208,12,08,JUNE,6,"13,14"
1208,12,08,JULY,7,"8,11"
1208,12,08,AUGUST,8,"3,4,29,30"
1208,12,08,SEPTEMBER,9,"23,26"
1208,12,08,OCTOBER,10,"20,21"
1208,12,08,NOVEMBER,11,"15,16"
1209,12,09,APRIL,4,"25,26"
1209,12,09,MAY,5,"19,20"
1209,12,09,JUNE,6,"15,16"
1209,12,09,JULY,7,"12,13"
1209,12,09,AUGUST,8,"5,8,31"
1209,12,09,SEPTEMBER,9,"1,27,28"
1209,12,09,OCTOBER,10,"24,25"
1209,12,09,NOVEMBER,11,"17,18"
1301,13,01,APRIL,4,"1,4"
1301,13,01,JUNE,6,"17,20"
1301,13,01,SEPTEMBER,9,"2,6"
1302,13,02,APRIL,4,"5,6"
1302,13,02,JUNE,6,"21,22"
1302,13,02,SEPTEMBER,9,"7,8"
1303,13,03,APRIL,4,"7,8"
1303,13,03,JULY,7,"23,24"
1303,13,03,SEPTEMBER,9,"9,12"
1304,13,04,APRIL,4,"11,12"
1304,13,04,JUNE,6,"27,28"
1304,13,04,SEPTEMBER,9,"13,14"
1305,13,05,APRIL,4,"13,14"
1305,13,05,JULY,7,"29,30"
1305,13,05,SEPTEMBER,9,"15,16"
1306,13,06,APRIL,4,"15,18"
1306,13,06,JULY,7,"1,5"
1306,13,06,SEPTEMBER,9,"19,20"
1307,13,07,APRIL,4,"19,20"
1307,13,07,JULY,7,"6,7"
1307,13,07,SEPTEMBER,9,"21,22"
1308,13,08,APRIL,4,"21,22"
1308,13,08,JULY,7,"8,11"
1308,13,08,SEPTEMBER,9,"23,26"
1309,13,09,APRIL,4,"25,26"
1309,13,09,JULY,7,"12,13"
1309,13,09,SEPTEMBER,9,"27,28"
1310,13,10,APRIL,4,"27,28"
1310,13,10,JULY,7,"14,15"
1310,13,10,SEPTEMBER,9,"29,30"
1311,13,11,APRIL,4,29
1311,13,11,MAY,5,2
1311,13,11,JUNE,6,"18,19"
1311,13,11,JULY,7,"3,4"
1312,13,12,MAY,5,"3,4"
1312,13,12,JULY,7,"20,21"
1312,13,12,OCTOBER,10,"7,11"
1313,13,13,MAY,5,"5,6"
1313,13,13,JULY,7,"22,25"
1313,13,13,OCTOBER,10,"5,6"
1314,13,14,JULY,7,"26,27"
1314,13,14,OCTOBER,10,"12,13"
